SPY,EFA,EEM,TLT,LQD
103.935585,49.331097,36.928658,62.067936,61.909363
104.705833,49.23452,36.869053,61.64859,61.536449
105.189133,49.228069,37.365768,61.100742,61.139889
105.717682,49.118599,37.447723,60.661152,60.843914
105.981979,49.395504,37.576881,61.060135,61.086613
104.88707,48.880352,37.129833,61.295696,61.296486
104.275398,48.777325,36.459259,61.736877,61.534359
104.222527,48.493999,36.141365,61.187122,61.344101
106.306725,49.298904,37.29126,60.820572,61.017017
102.916199,47.882282,35.940182,61.60799,61.320293
103.165352,47.817883,35.848289,61.60799,61.26675
102.651886,47.006523,35.021252,61.207458,60.915966
101.141624,46.407677,34.497211,61.064919,60.892151
101.526741,46.246693,34.698383,60.453968,60.374809
102.810471,46.6717,35.07341,60.325027,60.059658
102.87085,46.909946,35.192616,60.338573,60.27372
102.372505,47.051601,35.341633,60.460804,60.469971
101.375732,46.665257,35.170269,60.969894,60.773212
101.504089,46.575111,35.224907,60.6101,60.458061
99.856514,45.557693,34.074993,60.963112,60.49374
99.757851,45.55127,34.174347,61.092106,60.469971
99.560562,45.345196,34.022846,61.49934,60.434265
100.031059,45.829414,34.704117,61.526508,60.481857
97.314194,44.668106,33.513397,61.940563,60.529404
96.782951,44.786201,33.83746,62.666874,60.469971
97.124458,45.055214,34.093681,62.680454,60.297482
97.428047,44.569675,33.485764,62.531914,60.270031
95.758423,43.861092,32.531189,62.858944,60.228249
95.857086,44.143204,32.438248,62.722694,60.150635
94.878113,43.762665,32.322685,63.008854,60.431293
96.562874,43.992306,32.719585,63.417587,60.759735
94.703575,43.421478,32.058907,63.696869,60.801556
95.090584,43.795479,32.639198,63.69009,60.455139
93.982613,43.106564,32.420662,62.784004,59.989353
93.132637,43.014698,32.380463,63.335838,60.019199
91.819717,42.325783,31.840366,63.315372,60.007206
94.073662,43.106564,32.759785,62.170876,59.535431
95.014725,43.762665,32.91301,61.850742,59.332413
95.606651,44.044796,32.629154,61.61903,59.224937
95.659798,44.300682,33.033592,61.85751,59.290611
96.74501,44.451572,33.053692,61.550934,59.672813
97.268654,44.615604,33.101421,61.428337,59.463795
95.249992,43.802032,31.878036,62.027802,59.989353
95.227203,43.893894,32.096584,61.407906,59.672813
93.830818,43.159039,31.553982,62.027802,60.019199
95.834305,43.585522,33.30238,61.775745,59.869934
97.54187,43.992306,32.955727,61.837101,60.156548
96.251717,43.559273,32.217178,62.450188,60.53281
95.743271,42.909714,31.998619,62.588291,60.314415
94.855339,42.502937,31.018923,62.444763,60.320419
97.412857,43.578949,31.418341,61.979786,60.056438
97.845406,43.592083,32.043842,61.726833,60.146461
96.388351,42.719448,30.943562,62.731926,60.644417
98.179321,42.896603,31.018923,62.902813,60.704369
99.196259,42.857243,30.69486,62.301144,60.428432
98.164139,42.548862,30.438637,62.88232,60.794361
97.57222,41.879635,30.431103,62.663567,60.47636
98.30835,41.715595,30.830515,63.066929,60.650387
98.786446,41.440025,30.348204,63.613895,60.788372
97.4356,41.23008,29.835739,63.866882,60.81237
96.373161,40.764236,29.587036,63.620697,60.716339
96.820869,41.006992,30.34067,63.798489,60.722378
96.987854,41.171032,30.295446,63.682301,60.362389
98.391846,41.361301,30.272839,63.641304,60.386425
96.395897,40.711742,29.647339,64.277122,60.776413
96.676682,40.915142,29.700079,64.331841,60.848377
97.617729,41.302246,30.33313,64.441185,60.752384
98.801643,41.833706,30.54414,64.44809,60.740391
97.739151,41.70903,30.182409,64.160873,60.620396
97.13208,41.066048,29.270525,64.757896,60.859634
97.048569,40.895458,28.78821,65.032356,60.980209
94.126793,39.143631,27.461843,65.553879,60.998268
94.422745,38.999287,27.853724,65.519585,60.937984
96.373161,39.871918,28.20039,65.794075,61.040451
93.512077,38.579384,26.617792,66.446022,61.251431
93.891556,38.95335,27.047354,66.034248,61.227283
95.249992,38.868069,26.64794,65.999947,60.751163
95.690132,39.629154,27.537199,65.149048,60.287098
91.136681,37.942951,25.374321,67.262573,59.841125
92.662109,37.66082,25.592871,67.24881,56.044189
88.495735,36.223942,23.776649,67.585114,53.476719
91.121529,37.870789,25.781273,66.596939,54.20599
94.740311,40.554283,28.991686,64.483368,55.899544
92.595467,39.169891,27.100105,64.47654,56.230995
90.488777,38.618752,26.256062,64.229492,55.652458
90.778793,38.730282,26.557497,64.510849,55.507755
92.198547,39.622604,27.921551,64.380455,55.748833
92.244339,39.202694,26.971994,64.847115,54.242123
85.015915,34.826424,23.821877,66.734192,49.300083
88.534721,36.939102,25.751129,65.107872,54.115551
88.588173,36.663532,26.060118,65.926979,54.615036
85.374672,35.062622,23.776649,66.456947,53.821957
84.222092,34.924835,23.15115,67.042023,53.797737
79.932404,32.94994,21.41029,68.260353,53.174126
76.352547,31.408079,19.744795,68.053917,54.167049
74.429031,30.706028,19.744795,67.076393,53.779552
69.230965,28.868927,18.290308,66.512024,52.344685
67.55172,27.7929,18.50132,66.043991,49.462891
77.360062,32.208538,22.71405,65.197357,52.187328
76.215126,31.545864,21.58362,64.777428,51.369991
68.711945,28.180012,18.094368,65.396896,51.369991
71.57428,29.839972,18.983646,65.059662,51.908806
71.146828,29.203539,18.388287,64.612251,51.466869
75.421295,31.066896,19.676975,65.12851,53.034874
73.169571,29.315083,18.109442,65.472672,53.561592
69.185173,27.176161,16.202791,66.801117,52.944065
69.986641,27.773222,16.654964,67.296654,53.277054
66.437294,25.975473,14.936711,66.580864,53.488956
64.078697,24.610754,14.544826,66.629013,53.143867
71.566658,28.002861,17.589447,65.658493,52.792706
71.047615,28.068472,17.031769,65.328094,53.682697
73.505447,29.052639,19.330307,64.736168,53.283081
73.909988,29.242908,19.164509,63.896393,53.065163
74.123695,29.361004,18.991177,64.069206,53.500153
76.642563,31.375269,20.724499,65.271645,53.865284
73.421463,29.669378,18.086838,66.045609,54.911774
69.353065,27.753532,17.174963,65.568817,55.288979
71.642998,29.321638,18.569147,65.140343,54.899593
70.704117,28.88205,18.742481,65.458244,54.923931
68.521088,27.930683,17.574373,65.651703,55.100399
65.506081,26.42819,16.270615,66.073288,55.088211
69.589737,28.678642,18.523939,64.490738,54.710995
66.116722,27.031815,16.745394,65.769218,54.698799
65.23893,26.539732,16.466555,66.059479,55.094315
66.467842,26.585651,16.225397,66.909431,55.161251
62.208626,24.8076,14.823669,68.623352,55.246418
57.590702,23.442879,13.761069,72.168533,54.644066
60.697296,25.109402,15.743082,71.125046,55.276833
64.903091,26.611904,16.700178,70.012413,55.033466
65.383987,27.097427,16.383657,72.071793,55.295105
67.910461,27.392672,17.634663,72.168533,55.003056
68.76535,27.379557,17.295536,73.060013,54.844864
62.674255,25.14221,15.63004,75.857887,55.702194
65.086288,26.50692,16.617285,76.149124,56.124111
66.650993,26.861219,16.752928,76.364075,56.515465
65.109177,26.034521,16.036999,77.868752,56.570515
67.116608,26.362579,16.986549,76.606766,56.185276
69.459953,27.615751,18.071758,76.440315,56.766228
68.314995,27.359869,17.823067,77.951958,57.151459
68.780609,28.081598,18.885668,77.764748,57.286007
67.124283,27.956924,18.403357,77.917328,57.481674
67.92572,28.232496,18.659584,77.917328,57.793514
66.979248,28.304665,18.410891,78.804817,57.775169
70.131622,29.931826,19.880451,80.753281,58.961487
69.452309,29.780916,19.533779,82.944427,59.835938
68.154709,28.868927,19.104218,84.684822,61.285217
67.861526,28.44902,19.172045,84.775024,60.374104
66.992004,28.252176,18.456102,84.123215,61.101776
66.299484,28.040222,18.303259,84.012283,61.303555
66.684196,28.412312,18.433184,83.831993,61.456493
67.068985,28.54521,18.372046,84.109352,61.572651
66.876587,28.551851,18.341476,84.00843,61.764233
68.461716,29.40901,18.830578,84.80854,62.304646
69.439011,29.807682,19.082777,83.034447,62.421333
71.532021,30.193071,19.992207,80.947273,61.782692
71.447388,29.708019,20.252045,78.860085,62.206409
71.924461,30.026947,20.710585,78.067009,62.310795
69.769852,29.508671,19.518389,78.373077,61.788818
70.054581,29.947214,19.434322,78.310486,62.230961
68.554108,28.910664,19.013994,78.428749,63.004684
66.907356,28.212975,18.211555,79.24279,62.679195
67.030472,27.6947,18.265049,79.326256,62.544113
64.922073,26.558477,17.378544,80.634178,62.26778
64.94516,26.797674,17.57725,80.76635,62.390621
65.453033,26.957146,17.768303,79.521027,62.390621
61.998047,24.983706,16.44619,79.507103,61.469536
64.675804,26.206303,17.340332,76.995529,61.162476
63.675499,25.595001,16.767168,75.513702,60.935253
63.952522,25.415602,16.981148,74.922295,60.529919
64.391144,25.913942,17.179852,74.268333,59.989536
65.045181,26.418932,17.485537,76.014603,61.119484
67.245941,27.19635,18.372046,74.115265,61.604542
65.060593,25.960457,17.439684,72.410728,60.867668
63.737061,25.714611,17.309769,72.18116,61.297539
63.544682,25.462112,17.133986,73.524117,61.001904
64.437302,26.193014,17.646029,71.773071,60.798294
64.121811,26.060123,17.775944,71.521904,60.822948
65.075974,26.432226,18.150415,71.584724,60.292225
66.930428,27.043526,19.059847,71.36142,60.650158
67.022797,27.036882,18.960501,71.59169,60.761284
63.952522,25.694675,17.814154,73.1474,61.05748
64.329575,25.973749,18.349112,74.096153,61.2673
64.375755,25.894007,18.234482,73.398567,61.316715
63.683205,25.614939,18.326187,71.445198,60.847649
60.959187,24.252792,17.156923,73.670647,61.180908
60.813,24.232861,17.034641,73.042747,60.878529
60.158924,24.199636,16.874159,71.800987,60.378616
59.574112,23.847477,16.44619,72.498596,60.125629
57.442581,22.937164,16.041147,73.168327,59.921955
59.620274,23.893988,16.920006,73.091583,59.706009
59.150875,23.236174,16.629604,72.247475,58.891445
58.189026,23.043474,16.4844,71.487083,58.51498
56.888603,23.043474,16.22456,71.075432,58.107658
54.32616,21.721201,15.238713,72.252121,58.115074
53.918346,21.634821,15.452692,71.769371,57.798759
55.195694,22.598284,16.537897,71.44059,57.780148
52.941086,21.687977,15.857731,73.427406,57.625126
53.033401,21.648115,16.125214,72.937653,57.749115
52.410141,21.063387,15.811882,72.510994,56.16119
55.534245,22.478683,17.095785,71.11879,56.97377
55.895927,22.604939,17.095785,71.888344,56.992348
58.096676,23.116562,17.753016,72.23114,56.942772
58.550686,23.269396,17.852375,71.867317,57.469971
58.373688,23.521891,17.867653,70.733994,57.550648
60.158924,24.139837,18.257412,70.349281,57.395569
61.505539,24.83087,18.639523,73.014633,58.617538
60.743732,24.817589,18.517244,73.105591,58.741589
59.450264,24.472067,18.265049,72.699806,58.146076
63.720516,26.232887,19.954,72.070198,58.325985
62.465008,25.408958,19.33497,72.755775,57.749115
63.123756,25.800993,19.62538,71.776398,57.469971
64.410271,26.146502,20.160339,72.608925,57.767757
63.247776,25.309298,19.564238,73.147591,57.947605
61.062256,24.345819,18.55546,73.427406,57.904209
61.627975,24.97706,18.960501,73.952103,58.381851
62.821507,25.628227,19.587164,74.626991,58.293907
64.658264,26.784391,20.649439,73.714958,58.312603
65.301498,26.937212,20.90164,72.206566,57.95084
64.790016,26.379059,20.641806,71.897842,57.919647
63.278755,25.827562,20.16798,72.080269,57.894684
63.960735,26.086708,20.466028,72.718727,58.474743
66.502754,26.784391,21.360176,71.806686,58.867722
66.518257,27.050173,21.490091,72.466095,59.43528
65.371231,26.791037,21.146193,72.844971,59.591278
66.068756,27.143198,21.45188,72.718727,60.05283
67.037498,27.315952,21.635294,72.143417,60.308552
67.487022,27.222935,21.482452,71.350662,60.233696
64.658264,26.10664,20.435457,72.431053,59.903111
65.921516,26.704651,20.871067,71.715446,60.090237
65.518517,26.492022,20.695295,71.280434,59.940506
66.161766,27.156481,21.016272,71.273491,59.890636
67.161491,27.57509,21.413671,70.557808,60.021641
66.526009,27.249508,20.695295,70.85952,59.94677
66.316734,26.990374,20.626513,69.701897,59.753445
67.727257,27.68141,21.71172,69.084557,60.040321
67.750511,27.854164,21.910418,68.810921,60.002907
68.114746,28.179756,22.23139,68.337326,60.152111
70.431999,29.349194,23.767494,68.562477,60.296242
70.191765,29.056837,23.553511,68.478073,60.490562
71.408508,29.761171,23.958553,68.316162,60.760063
70.416512,29.262817,23.362453,66.648384,60.177132
72.059502,30.531952,24.141966,66.810265,60.55949
70.711014,29.754526,23.576437,67.760239,60.74128
70.501755,30.07346,23.744562,68.006577,60.9105
68.727036,29.050198,22.873341,68.745453,60.797684
69.31601,29.335918,23.201967,69.012886,60.935585
68.750259,29.070127,22.987984,68.99173,60.922974
70.703262,30.179783,24.264236,67.922142,60.835266
70.617996,30.452206,24.539366,67.563248,61.079758
70.145279,30.651546,24.615789,68.273941,61.43071
69.137764,30.418989,24.157255,66.5569,60.803947
68.990501,30.591736,24.264236,65.818024,60.7225
70.757515,31.203043,24.554649,64.82579,60.697414
69.494263,30.598387,24.271883,63.678726,60.277451
70.463013,30.910685,25.020826,64.600601,60.503052
71.710739,31.528637,25.402943,66.268402,61.393082
73.446762,32.306046,26.47286,64.309242,61.372974
73.508743,32.585129,26.090746,64.655197,61.826496
72.578766,31.615017,25.166033,65.262344,62.141464
73.260757,31.814346,25.632212,63.913906,61.870579
73.276253,31.422325,25.685701,63.426758,61.543034
72.974014,31.355869,25.288303,63.264393,61.417049
73.346016,31.741261,25.334156,63.257294,61.883171
73.159996,31.801073,25.65514,62.261868,61.700485
73.485519,32.345924,26.205383,62.953735,61.914684
73.687019,32.17981,25.785053,63.518539,62.374557
71.997513,31.023643,24.86034,64.090424,62.393398
71.021011,30.664841,24.485868,65.205894,62.355656
70.951256,30.751221,24.210749,64.838753,62.431236
71.470505,30.698053,24.141966,63.857441,61.637512
71.733955,31.183115,24.264236,64.732834,62.103645
69.582855,30.179783,23.38538,65.361229,62.330429
69.637405,30.576746,23.537161,66.130684,62.834347
70.237518,30.603895,24.053358,65.467072,62.733551
71.765137,31.248531,24.769875,66.667274,63.224922
71.578087,31.187466,24.900846,66.780251,63.256409
72.248322,31.452108,25.085754,66.879089,63.187096
71.663803,31.085682,24.831507,66.766106,63.168194
71.959961,31.601398,25.286076,66.633667,63.082802
69.995911,30.692102,24.592672,66.789505,63.089146
69.988129,30.732822,24.53874,66.662064,63.240982
68.632019,29.986385,23.960903,67.108253,62.987881
68.585258,29.864241,23.68354,68.347694,63.563728
68.717751,30.230679,24.107292,67.533157,63.589043
68.554085,29.877804,23.822224,68.156464,63.842075
70.221954,30.400326,23.99172,67.773972,63.804104
70.619438,30.563175,24.253674,66.647827,63.664928
72.684776,31.608183,25.555725,64.933823,63.076443
72.567894,31.886404,25.601955,65.634987,63.513035
73.362839,31.77104,25.863907,64.622192,63.316936
74.14222,32.388554,26.78845,64.962196,63.576317
74.485168,32.592117,26.711399,66.258316,64.4748
74.469574,32.673569,26.649759,65.663361,64.303955
76.11409,33.223209,27.404791,64.459343,64.196404
76.425789,33.426777,27.273829,64.770912,64.373573
76.651787,33.460705,27.512665,64.027237,64.228027
76.293304,33.318195,27.3894,64.593864,64.4748
76.106262,33.046776,26.773035,64.947998,64.879707
76.901184,33.691425,27.435619,65.868729,65.234062
77.010315,34.20715,27.566597,67.150726,66.094574
78.280724,35.001076,28.598995,66.133034,65.479195
78.483353,34.946793,28.337044,65.607193,65.148613
78.257324,34.804298,28.098204,64.626488,65.161339
77.852043,34.587147,27.867062,64.846794,64.983337
78.873062,34.553219,28.144434,64.306717,64.970634
78.709381,34.342857,27.82855,65.109741,65.174019
77.727348,34.146069,27.304636,65.863022,65.510994
78.561287,34.532848,27.551184,65.159508,64.938812
79.161415,35.062157,28.02887,66.083328,65.568199
78.553482,34.763577,27.52037,66.339142,65.555489
76.620659,33.643925,26.441738,67.319862,65.663536
77.228539,34.227501,27.019585,66.929016,65.498291
77.906609,34.519291,27.088923,67.483292,65.708069
78.709381,34.763577,27.558889,68.037605,66.019562
80.252525,35.523582,27.97493,66.637611,65.720764
80.244751,35.516804,28.098204,67.845749,66.057701
80.40062,35.869663,28.036568,68.2295,66.172112
80.408401,35.720375,27.951817,68.542183,66.610764
80.587646,35.991798,27.897884,68.272125,66.305695
80.572075,36.012169,27.751501,68.584785,66.636223
79.855057,35.747517,27.204485,68.648766,66.960396
78.093651,34.858585,26.68829,68.48262,66.624481
77.797508,34.817863,26.973347,69.480797,66.822456
78.444405,35.089294,27.512665,69.053009,66.937431
79.543304,35.625378,28.044277,67.876633,66.982193
80.229134,36.331089,28.622112,67.399048,66.809685
80.844887,36.778957,28.776199,67.320572,66.790527
81.671005,37.104668,29.153715,68.561111,67.231232
81.655418,37.057178,29.169127,68.938927,67.838043
82.052917,37.131813,29.061256,68.254456,67.493141
82.395828,37.138607,29.407967,67.90519,67.454742
83.642815,37.871475,30.147598,68.026382,67.66555
83.518112,37.627182,29.985794,68.881897,67.997719
83.571404,37.728966,30.070549,68.268776,67.569771
83.359962,37.328602,29.808592,68.425644,67.729408
83.845467,37.84433,30.263161,68.568169,67.889084
83.148499,37.518608,29.808592,68.774925,67.921043
82.232315,36.968956,29.223066,68.974571,68.029655
81.793755,36.812878,29.346329,69.85144,68.291534
83.258133,37.315037,29.723854,70.464554,68.463974
83.007553,37.091099,29.79318,70.40036,68.195709
82.686531,37.104668,29.9781,70.336197,68.138206
80.634773,36.1343,29.161415,71.29953,67.440231
80.258911,35.733948,29.169127,70.806091,67.003967
81.457054,36.249668,29.84712,70.813248,67.363197
82.623863,36.860382,30.340212,70.112411,67.222076
82.850937,36.996105,30.309385,70.934814,67.651932
83.485252,37.532181,30.679205,70.191078,67.27343
83.994247,37.437176,30.702324,68.582024,66.683167
84.323158,37.661102,30.95657,68.689301,66.914169
84.150871,37.579678,31.010506,69.046844,67.042404
85.599594,38.482182,32.012077,68.02417,66.721687
85.912834,38.658623,31.834869,67.709564,66.708862
85.270691,38.07505,31.395727,68.260201,66.760178
85.975471,38.685764,31.996675,68.796555,67.100189
85.521286,38.482182,31.572914,69.168427,67.530022
84.753822,38.353252,31.403429,68.753654,67.247749
85.615234,38.726486,31.665375,68.417526,67.645523
84.636391,38.115753,31.403429,67.902596,67.27343
83.720192,37.53896,31.010506,67.02301,66.991119
83.336456,37.240391,30.471186,67.938385,67.56852
81.762444,36.344666,29.076668,68.260201,67.113007
83.516556,37.416824,30.363316,67.516418,67.196419
81.096817,36.168232,28.945696,68.496162,67.799461
81.691978,36.521091,29.377146,68.19342,67.698921
81.950348,36.378597,29.423374,67.511826,67.389572
82.161804,36.745033,29.97039,66.894798,67.653839
83.673187,37.220028,30.58675,66.894798,67.698921
83.892448,37.328602,30.548225,66.959442,67.879395
85.803177,38.373611,31.673079,67.0383,67.918121
85.818855,38.17004,31.526701,66.916367,67.872955
86.257355,38.2854,31.796354,67.196182,68.124313
85.380333,37.728966,31.08753,67.074211,68.124313
85.842346,38.258259,31.619143,67.382721,68.324127
87.087471,38.868977,32.412708,68.17189,68.646355
87.189262,38.611115,32.297142,68.537788,68.749527
87.134438,38.488979,32.0429,68.136024,68.523941
85.998985,37.762897,31.449648,68.257988,68.607719
85.693558,37.552536,31.318668,68.243652,68.285446
86.782051,38.224335,31.973551,68.157547,68.285446
86.915161,38.068249,31.796354,68.588058,68.549667
87.220558,38.577187,32.166168,68.903725,68.801056
85.803177,37.464317,30.918047,69.162003,68.781746
86.092941,37.586468,31.218508,69.327003,69.123299
87.157951,38.617905,32.112236,68.554741,68.777657
87.118782,38.678978,32.243195,68.612328,68.790634
86.437477,38.590755,31.942728,67.899788,68.771202
86.930832,38.455048,32.235497,67.180031,68.486366
86.797729,38.24469,31.958141,67.266365,68.454056
85.834518,37.579678,31.364897,67.367165,68.7453
86.155571,37.532181,31.557512,67.057648,68.350479
86.641083,37.647537,31.742405,66.287544,68.408691
87.009155,37.633968,31.857988,66.28038,68.085052
87.604324,38.000393,32.073711,66.35955,68.460495
87.197083,37.579678,31.742405,66.064392,67.96862
87.330215,38.020756,31.927322,65.98526,68.227516
86.280891,37.125034,31.010506,67.072075,68.518784
86.769005,37.213253,31.095251,66.784187,68.408691
87.650795,37.321819,31.056715,65.596596,68.078598
87.965721,37.558743,31.369722,65.229507,67.793823
88.138901,37.901127,31.680391,65.243958,68.007378
88.556183,38.051762,31.998808,64.567368,67.690292
88.745132,38.216106,32.107555,64.387436,67.509071
88.619164,38.277733,31.992579,64.812164,67.713753
88.587677,38.120247,32.132412,65.238335,67.79174
87.737404,37.853184,32.241173,64.927689,67.694305
89.225403,38.846081,33.181225,64.869957,68.051781
89.461586,38.880314,33.422062,65.28891,68.376732
89.524582,39.044659,33.491982,64.414925,68.175232
89.902489,38.894012,33.297752,64.523277,68.259773
90.201668,39.202156,33.561905,64.494339,68.409264
90.327621,39.523991,33.491982,64.140419,68.480759
89.485237,39.058361,32.955925,65.238335,68.610718
90.241035,39.387043,33.056919,64.479904,68.32476
90.4851,39.688328,32.971466,65.382744,68.571732
89.46946,39.065197,32.590778,65.787285,68.545769
90.587425,39.448669,33.251148,65.599457,68.60424
89.666283,38.442078,32.450943,66.263947,68.558708
87.942078,37.620365,31.472054,66.567345,68.740753
85.981728,36.887691,30.77284,66.451797,68.63678
86.4226,37.339619,30.998152,66.148422,68.630257
86.060425,37.127346,30.353319,66.17009,68.44825
86.46981,37.086258,30.275633,66.134018,68.201241
85.477837,36.463135,30.065878,66.0979,68.10376
84.548775,35.935883,29.739578,66.675751,68.539246
85.863609,36.593243,30.539778,66.070435,68.233734
86.902832,37.202675,30.788382,66.258888,68.44915
86.46981,36.812359,30.609697,65.490555,68.37738
83.800858,35.312748,29.226826,66.527138,68.370827
83.974068,35.251122,28.900524,66.672089,68.161949
83.367828,34.552677,28.613071,66.759064,68.227196
84.414955,35.641434,29.545349,66.092216,68.070549
84.249626,35.41547,29.467665,65.461555,67.541809
85.131378,35.744144,30.24457,65.106415,67.698448
85.060562,35.436016,29.863878,65.374542,67.776833
86.398987,36.223476,30.633005,65.497818,68.044472
86.808388,36.2714,30.741764,64.751259,67.815964
87.320114,36.476841,30.858309,64.490273,67.770256
87.501198,36.250858,30.594162,64.838219,68.011787
87.516937,36.31934,30.633005,64.57,68.050964
86.454071,35.805786,29.926033,65.577507,68.214134
87.249245,36.031742,30.213478,65.737022,68.507912
87.131157,35.812618,29.96488,66.106644,68.436134
87.186279,36.031742,30.267868,66.447342,68.886497
88.091667,36.312496,30.780615,66.418251,68.974991
88.335747,36.586407,31.130217,66.331055,69.119209
88.414474,37.024639,31.169064,66.16375,69.263443
88.682175,36.928764,31.005915,66.512802,69.296234
89.94973,37.647766,31.813892,65.640236,69.210991
89.965454,37.647766,31.837191,65.298431,69.322472
90.115044,37.558743,32.015884,65.313026,69.256882
90.516579,37.71624,32.241173,65.145729,69.322472
90.894485,37.860035,32.248955,65.385742,69.296234
90.902367,38.113396,32.140194,65.792915,69.44043
90.926003,37.846336,31.907116,65.705688,69.427315
91.650314,38.325668,32.318871,66.229233,69.74855
92.193558,38.531094,32.668468,66.512802,70.004181
92.146286,38.305122,32.41988,66.294655,69.866501
91.679878,37.914822,32.000343,66.3601,69.814041
92.170021,38.024372,32.116886,66.432869,69.92556
92.818275,38.291431,32.342167,66.120117,69.879623
92.367676,37.661461,31.860498,64.913101,69.361786
92.217476,37.640915,31.775047,64.498581,69.112671
92.162109,38.010681,31.930433,64.680389,69.322472
92.747116,38.332512,32.505333,64.433105,69.263443
92.810371,38.332512,32.629627,64.636772,69.302765
92.494133,38.332512,32.722855,65.080322,69.335541
93.126556,39.010426,33.577438,64.921188,69.486328
93.885513,39.05151,33.880424,63.840965,68.847649
94.106857,38.941944,33.98143,63.943184,69.01223
93.56929,38.668045,33.686218,64.760628,69.361214
93.893425,38.626961,33.802742,64.789825,69.22953
94.510048,39.133682,34.012508,64.943108,69.27565
94.660278,39.256931,33.740585,65.286156,69.47316
94.731369,39.222691,33.670666,65.497772,69.723366
95.806541,39.743103,34.167885,65.037964,69.664108
95.88559,39.715725,33.98143,65.110992,69.782639
94.35984,38.839241,32.986996,65.585396,69.947266
94.715584,38.736523,32.854923,65.424774,69.769455
95.561462,38.976189,33.243382,65.65831,69.920914
95.387566,38.72282,33.134613,66.19841,70.164536
95.672142,38.373604,33.274445,66.001396,70.006523
96.296684,38.661194,33.453136,65.76786,69.993362
95.933037,38.70229,33.453136,65.840858,70.026268
93.664146,37.147888,32.256725,66.767761,70.07235
94.375648,37.154739,32.528625,66.19841,70.190857
95.545677,37.729935,33.06469,66.47583,70.368637
93.925049,37.257458,32.668468,67.24218,70.658371
95.142471,37.524506,32.84716,67.154289,70.679558
92.90522,36.038597,31.339981,68.362755,70.76548
92.351837,35.346985,30.77284,68.765549,70.461327
89.284531,33.772049,29.51428,70.889549,69.297546
87.956406,33.696739,29.669662,70.003319,69.522369
91.830093,35.881092,31.806122,68.553177,69.958771
91.569183,35.299061,31.231211,68.37738,70.031509
92.849884,35.69622,31.619667,67.85743,70.005066
91.695694,35.230579,31.324436,68.304146,70.210052
90.035515,34.230843,30.679623,69.490662,70.190201
90.082962,34.278778,30.493164,69.234322,70.309219
88.857643,33.539246,29.856108,70.296295,70.534103
88.351685,33.669331,29.568657,70.530678,70.573761
85.015556,32.498413,28.100327,72.017487,70.41507
86.256752,33.292728,29.009296,72.090691,70.296021
85.149948,32.52581,28.70631,71.841698,70.481163
85.236923,32.40255,28.395548,72.19326,70.143944
84.723068,31.92321,28.380014,71.988159,70.190201
87.561119,33.737823,30.096954,70.354881,69.826561
86.46228,33.087307,29.599739,70.677162,69.733971
85.00766,32.758621,29.055906,71.173965,69.676147
87.221191,33.635098,30.073645,70.49781,69.921906
87.521629,33.532391,29.96488,69.983383,69.696129
84.446373,32.101265,28.900524,71.864708,70.121117
83.39492,31.697256,28.449921,72.415939,70.413261
84.288239,32.203964,29.10252,72.055801,70.413261
83.837662,32.087563,28.947138,71.974968,70.439835
86.288338,33.443371,29.957102,70.688873,70.147652
86.707336,33.491302,30.112488,71.585464,70.406609
86.57296,33.703583,30.120251,71.218018,70.273834
88.541389,34.771801,31.029221,70.924034,70.187477
88.509789,34.607456,31.029221,71.328239,70.260574
88.652084,34.717014,30.873848,71.908798,70.725395
88.748199,34.655384,31.013681,71.791206,70.718666
88.494041,34.648537,31.549742,71.585464,70.897987
87.032478,34.210293,30.943762,72.437981,71.243317
86.762444,34.439526,31.023531,72.930298,71.542107
85.324738,33.84034,30.476103,72.496712,71.256569
85.682205,34.035416,30.835846,72.79068,71.376053
85.412086,33.784592,30.624695,73.474129,71.767921
82.774971,32.628025,29.381256,74.275146,71.734665
81.988632,32.405048,29.185743,74.774902,72.020195
81.623253,32.878838,29.396889,74.892845,72.100197
81.178413,32.809166,29.522011,74.295769,71.893532
81.710632,33.464088,30.069443,74.907578,72.193558
84.284172,34.509193,30.734173,74.03038,72.240204
85.118195,34.843628,30.882769,73.558586,72.060219
85.753639,34.87846,31.258156,73.138466,71.973549
85.80925,34.74609,31.007896,73.108978,72.060219
87.104012,35.387077,31.367624,72.482414,72.100197
87.096031,35.512493,31.305069,73.212143,72.42028
87.119881,35.686676,31.156477,73.941895,72.546921
84.721031,34.544025,30.225851,74.303108,72.673592
85.221466,34.766987,30.624695,73.846062,72.660278
86.166679,35.003876,31.344173,73.956612,72.74028
85.046692,34.369846,31.023531,75.209778,73.093651
86.945129,35.526428,31.961987,74.339973,73.000298
87.699722,35.944469,32.180958,73.551239,73.093651
88.613152,36.195297,32.399925,73.425903,73.160294
88.605225,36.299801,32.345184,72.718277,72.913635
88.03331,36.111679,32.165318,72.954147,73.17363
87.604401,36.278893,32.220055,72.932053,73.20031
87.588486,36.167423,32.376469,74.067238,73.540344
89.566345,37.386703,33.213245,73.027496,73.384369
89.137451,37.330971,33.056843,73.448982,73.565117
89.733147,37.365803,33.103767,72.886971,73.337517
89.637817,37.337925,32.955177,73.227188,73.471397
89.272438,37.449409,32.90826,74.025818,73.893066
89.749031,37.491211,33.080299,73.752213,74.134079
89.264488,37.19162,32.62672,73.907463,74.040375
86.818024,35.498558,31.586599,74.89843,74.033691
